co_mun;tiposeade;estadual;federal;municipal;particular;total_geral
3528502;Outros;;;4;6;10
3528502;Pronto Atendimento;;;1;;1
3528502;Unidade Básica de Saúde;;;16;;16
3528502;Unidade de Saúde Mental ;;;3;;3
3528502;Vigilância em Saúde;;;1;;1
3528601;Clínica;;;1;4;5
3528601;Consultório Isolado;;;;1;1
3528601;Diagnose e Terapia;;;;1;1
3528601;Outros;;;3;1;4
3528601;Unidade Básica de Saúde;;;3;;3
3528700;Outros;;;1;;1
3528700;Unidade Básica de Saúde;1;;3;;4
3528700;Vigilância em Saúde;;;1;;1
3528809;Clínica;;;;2;2
3528809;Consultório Isolado;;;;3;3
3528809;Diagnose e Terapia;;;;4;4
3528809;Hospital;;;;1;1
3528809;Outros;;;3;1;4
3528809;Unidade Básica de Saúde;;;4;;4
3528809;Unidade de Saúde Mental ;;;1;;1
3528858;Clínica;;;1;;1
3528858;Diagnose e Terapia;;;;1;1
3528858;Outros;;;1;;1
3528858;Unidade Básica de Saúde;;;1;;1
3528908;Consultório Isolado;;;;1;1
3528908;Outros;;;1;;1
3528908;Unidade Básica de Saúde;;;2;;2
3529005;Clínica;3;;8;32;43
3529005;Consultório Isolado;1;;;959;960
3529005;Diagnose e Terapia;1;;;33;34
3529005;Hospital;;;;7;7
3529005;Outros;5;;8;8;21
3529005;Pronto Atendimento;;;2;2;4
3529005;Unidade Básica de Saúde;2;;57;;59
3529005;Unidade de Saúde Mental ;1;;2;;3
3529005;Unidade Móvel;;;8;1;9
3529005;Vigilância em Saúde;;;2;;2
3529104;Outros;;;1;;1
3529104;Unidade Básica de Saúde;;;2;;2
3529203;Clínica;;;;4;4
3529203;Consultório Isolado;;;;19;19
3529203;Diagnose e Terapia;;;1;3;4
3529203;Hospital;;;;1;1
3529203;Outros;;;3;;3
3529203;Unidade Básica de Saúde;1;;11;;12
3529203;Unidade de Saúde Mental ;;;2;;2
3529203;Vigilância em Saúde;;;1;;1
3529302;Clínica;;;6;32;38
3529302;Consultório Isolado;;;1;204;205
3529302;Diagnose e Terapia;;;;12;12
3529302;Hospital;;;;1;1
3529302;Outros;;;2;1;3
3529302;Pronto Atendimento;;;;1;1
3529302;Unidade Básica de Saúde;;;19;;19
3529302;Unidade de Saúde Mental ;;;2;;2
3529302;Unidade Móvel;1;;3;;4
3529401;Clínica;1;;6;34;41
3529401;Consultório Isolado;;;1;246;247
3529401;Diagnose e Terapia;;;1;35;36
3529401;Hospital;;;1;3;4
3529401;Outros;;;5;6;11
3529401;Pronto Atendimento;;;4;2;6
3529401;Unidade Básica de Saúde;1;;24;;25
3529401;Unidade de Saúde Mental ;;;3;;3
3529401;Unidade Móvel;;;17;1;18
3529401;Vigilância em Saúde;;;2;;2
3529500;Consultório Isolado;;;;2;2
3529500;Diagnose e Terapia;;;;1;1
3529500;Outros;;;2;;2
3529500;Unidade Básica de Saúde;;;2;;2
3529500;Unidade Móvel;;;1;;1
3529609;Clínica;;;1;;1
3529609;Consultório Isolado;;;1;1;2
3529609;Outros;;;2;;2
3529609;Unidade Básica de Saúde;;;2;;2
3529658;Consultório Isolado;;;;1;1
3529658;Outros;;;1;;1
3529658;Unidade Básica de Saúde;;;1;;1
3529708;Clínica;;;3;3;6
3529708;Consultório Isolado;;;;40;40
3529708;Diagnose e Terapia;;;;4;4
3529708;Hospital;;;;1;1
3529708;Outros;;;1;1;2
3529708;Pronto Atendimento;;;1;;1
3529708;Unidade Básica de Saúde;;;8;;8
3529708;Unidade de Saúde Mental ;;;1;;1
3529708;Unidade Móvel;;;1;;1
3529807;Clínica;;;3;1;4
3529807;Consultório Isolado;;;;3;3
3529807;Outros;;;1;;1
3529807;Pronto Atendimento;;;1;;1
3529807;Unidade Básica de Saúde;;;3;;3
3529807;Unidade de Saúde Mental ;;;1;;1
3529906;Clínica;;;1;;1
3529906;Consultório Isolado;;;;1;1
3529906;Diagnose e Terapia;;;;1;1
3529906;Outros;;1;2;2;5
3529906;Pronto Atendimento;;;1;;1
3529906;Unidade Básica de Saúde;;;9;;9
3529906;Unidade de Saúde Mental ;;;1;;1
3529906;Vigilância em Saúde;;;1;;1
3530003;Clínica;;;1;;1
3530003;Consultório Isolado;;;;1;1
3530003;Outros;;;2;;2
3530003;Unidade Básica de Saúde;;;1;;1
3530102;Clínica;;;1;2;3
3530102;Consultório Isolado;;;;46;46
3530102;Diagnose e Terapia;;;1;8;9
3530102;Hospital;1;;;;1
3530102;Outros;;;4;;4
3530102;Pronto Atendimento;;;1;;1
3530102;Unidade Básica de Saúde;2;;6;;8
3530102;Unidade de Saúde Mental ;;;1;;1
3530102;Vigilância em Saúde;;;1;;1
3530201;Clínica;;;2;2;4
3530201;Consultório Isolado;;;;7;7
3530201;Diagnose e Terapia;;;;1;1
3530201;Outros;;;3;;3
3530201;Pronto Atendimento;;;1;;1
3530201;Unidade Básica de Saúde;;;8;;8
3530201;Unidade de Saúde Mental ;;;1;;1
3530201;Vigilância em Saúde;;;1;;1
3530300;Clínica;;;5;15;20
3530300;Consultório Isolado;1;;;114;115
3530300;Diagnose e Terapia;;;;10;10
3530300;Hospital;;;;2;2
3530300;Outros;;;2;6;8
3530300;Pronto Atendimento;;;1;;1
3530300;Unidade Básica de Saúde;;;7;;7
3530300;Unidade de Saúde Mental ;;;1;;1
3530300;Unidade Móvel;;;1;;1
3530409;Outros;;;1;;1
3530409;Unidade Básica de Saúde;;;1;;1
3530508;Clínica;;;4;101;105
3530508;Consultório Isolado;;;1;130;131
3530508;Diagnose e Terapia;1;;1;11;13
3530508;Hospital;;;;1;1
3530508;Outros;;;4;5;9
3530508;Pronto Atendimento;;;1;1;2
3530508;Unidade Básica de Saúde;;;13;;13
3530508;Unidade de Saúde Mental ;;;5;;5
3530508;Unidade Móvel;;;1;;1
3530508;Vigilância em Saúde;;;3;;3
3530607;Clínica;2;;11;212;225
3530607;Consultório Isolado;;;2;192;194
3530607;Diagnose e Terapia;;;1;25;26
3530607;Hospital;2;;1;6;9
3530607;Outros;2;;5;17;24
3530607;Pronto Atendimento;;;4;;4
3530607;Unidade Básica de Saúde;;;37;;37
3530607;Unidade de Saúde Mental ;;;2;;2
3530607;Unidade Móvel;;;10;1;11
3530607;Vigilância em Saúde;1;;1;;2
3530706;Clínica;1;;5;45;51
3530706;Consultório Isolado;;;;321;321
3530706;Diagnose e Terapia;;;;30;30
3530706;Hospital;;;1;2;3
3530706;Outros;;;5;8;13
3530706;Pronto Atendimento;;;2;;2
3530706;Unidade Básica de Saúde;1;;23;;24
3530706;Unidade de Saúde Mental ;;;3;;3
3530706;Unidade Móvel;;;4;;4
3530805;Clínica;1;;3;15;19
3530805;Consultório Isolado;;;;216;216
3530805;Diagnose e Terapia;;;1;22;23
3530805;Hospital;;;;3;3
3530805;Outros;;;4;4;8
3530805;Pronto Atendimento;;;1;;1
3530805;Unidade Básica de Saúde;3;;14;;17
3530805;Unidade de Saúde Mental ;;;3;;3
3530805;Unidade Móvel;;;2;;2
3530805;Vigilância em Saúde;;;1;;1
3530904;Outros;;;2;;2
3530904;Unidade Básica de Saúde;;;2;;2
3531001;Consultório Isolado;;;;1;1
3531001;Diagnose e Terapia;;;2;;2
3531001;Outros;;;2;;2
3531001;Unidade Básica de Saúde;;;2;;2
3531100;Clínica;;;3;9;12
3531100;Consultório Isolado;;;;6;6
3531100;Diagnose e Terapia;;;;3;3
3531100;Hospital;;;1;;1
3531100;Outros;;1;3;;4
3531100;Pronto Atendimento;;;2;;2
3531100;Unidade Básica de Saúde;;;10;;10
3531100;Unidade Móvel;;;4;;4
3531100;Vigilância em Saúde;;;1;;1
3531209;Clínica;;;1;;1
3531209;Consultório Isolado;;;;9;9
3531209;Diagnose e Terapia;;;1;1;2
3531209;Outros;;;2;1;3
3531209;Pronto Atendimento;;;1;;1
3531209;Unidade Básica de Saúde;;;3;;3
3531209;Unidade Móvel;;;1;;1
3531209;Vigilância em Saúde;;;1;;1
3531308;Clínica;;;6;54;60
3531308;Consultório Isolado;;;1;162;163
3531308;Diagnose e Terapia;;;;3;3
3531308;Hospital;;;;2;2
3531308;Outros;;;3;9;12
3531308;Pronto Atendimento;;;2;;2
3531308;Unidade Básica de Saúde;;;8;;8
3531308;Unidade de Saúde Mental ;;;1;;1
3531308;Unidade Móvel;;;3;;3
3531308;Vigilância em Saúde;;;1;;1
3531407;Clínica;;;;8;8
3531407;Consultório Isolado;;;;35;35
3531407;Diagnose e Terapia;;;;2;2
3531407;Hospital;;;;1;1
3531407;Outros;;;1;1;2
3531407;Unidade Básica de Saúde;;;7;;7
3531407;Unidade Móvel;;;1;;1
3531407;Vigilância em Saúde;;;1;;1
3531506;Clínica;;;;6;6
3531506;Consultório Isolado;;;;36;36
3531506;Diagnose e Terapia;;;;6;6
3531506;Hospital;;;;2;2
3531506;Outros;;;2;1;3
3531506;Pronto Atendimento;;;1;;1
3531506;Unidade Básica de Saúde;;;7;2;9
3531605;Diagnose e Terapia;;;1;;1
3531605;Outros;;;2;;2
3531605;Unidade Básica de Saúde;;;2;;2
3531605;Vigilância em Saúde;;;1;;1
3531704;Clínica;;;;1;1
3531704;Consultório Isolado;;;;2;2
3531704;Outros;;;3;;3
3531704;Pronto Atendimento;;;1;;1
3531704;Unidade Básica de Saúde;;;1;;1
3531803;Clínica;;;3;4;7
3531803;Consultório Isolado;;;;41;41
3531803;Diagnose e Terapia;;;;7;7
3531803;Hospital;;;;1;1
3531803;Outros;;;3;2;5
3531803;Pronto Atendimento;;;1;;1
3531803;Unidade Básica de Saúde;;;11;;11
3531803;Unidade de Saúde Mental ;;;1;;1
3531803;Vigilância em Saúde;;;2;;2
3531902;Clínica;;;1;3;4
3531902;Consultório Isolado;;;;60;60
3531902;Diagnose e Terapia;;;;8;8
3531902;Hospital;;;;1;1
3531902;Outros;;;4;4;8
3531902;Unidade Básica de Saúde;;;13;;13
3531902;Unidade de Saúde Mental ;;;1;;1
3532009;Clínica;;;2;3;5
3532009;Consultório Isolado;;;;7;7
3532009;Diagnose e Terapia;;;;4;4
3532009;Hospital;;;1;;1
3532009;Outros;;;1;;1
3532009;Unidade Básica de Saúde;;;5;;5
3532009;Unidade de Saúde Mental ;;;1;;1
3532009;Vigilância em Saúde;;;1;;1
3532058;Consultório Isolado;;;;1;1
3532058;Outros;;;2;;2
3532058;Unidade Básica de Saúde;;;2;;2
3532058;Vigilância em Saúde;;;1;;1
3532108;Clínica;;;;1;1
3532108;Consultório Isolado;;;;1;1
3532108;Diagnose e Terapia;;;;1;1
3532108;Outros;;;2;;2
3532108;Unidade Básica de Saúde;;;1;;1
3532157;Diagnose e Terapia;;;1;;1
3532157;Outros;;;2;;2
3532157;Unidade Básica de Saúde;;;2;;2
3532157;Vigilância em Saúde;;;1;;1
3532207;Clínica;;;1;;1
3532207;Outros;;;2;;2
3532207;Unidade Básica de Saúde;;;2;;2
3532207;Vigilância em Saúde;;;1;;1
3532306;Outros;;;2;;2
3532306;Unidade Básica de Saúde;;;3;;3
3532306;Unidade Móvel;;;1;;1
3532405;Clínica;;;;3;3
3532405;Consultório Isolado;;;;1;1
3532405;Diagnose e Terapia;;;;1;1
3532405;Hospital;;;1;;1
3532405;Outros;;;1;;1
3532405;Unidade Básica de Saúde;;;2;;2
3532405;Unidade Móvel;;;1;;1
3532504;Consultório Isolado;;;;6;6
3532504;Diagnose e Terapia;;;;1;1
3532504;Hospital;;;;1;1
3532504;Outros;;;1;;1
3532504;Unidade Básica de Saúde;;;5;;5
3532504;Unidade Móvel;;;1;;1
3532603;Clínica;;;;4;4
3532603;Consultório Isolado;;;;28;28
3532603;Diagnose e Terapia;;;;3;3
3532603;Hospital;;;;2;2
3532603;Outros;;;1;;1
3532603;Unidade Básica de Saúde;;;5;;5
3532603;Unidade Móvel;;;1;1;2
3532702;Consultório Isolado;;;;3;3
3532702;Outros;;;1;;1
3532702;Unidade Básica de Saúde;;;1;;1
3532801;Clínica;;;1;;1
3532801;Consultório Isolado;;;;1;1
3532801;Outros;;;1;;1
3532801;Unidade Básica de Saúde;;;2;;2
3532827;Outros;;;4;;4
3532827;Unidade Básica de Saúde;;;5;;5
3532827;Unidade Móvel;;;1;;1
3532843;Outros;;;1;;1
3532843;Unidade Básica de Saúde;;;2;;2
3532868;Outros;;;2;;2
3532868;Unidade Básica de Saúde;;;1;;1
3532900;Clínica;;;;2;2
3532900;Consultório Isolado;;;;14;14
3532900;Diagnose e Terapia;;;;1;1
3532900;Hospital;;;;1;1
3532900;Outros;;;1;;1
3532900;Pronto Atendimento;;;1;;1
3532900;Unidade Básica de Saúde;;;5;;5
3533007;Clínica;;;;9;9
3533007;Consultório Isolado;;;;12;12
3533007;Diagnose e Terapia;;;;3;3
3533007;Hospital;;;;1;1
3533007;Outros;;;1;;1
3533007;Pronto Atendimento;;;1;;1
3533007;Unidade Básica de Saúde;;;8;;8
3533007;Unidade de Saúde Mental ;;;1;;1
3533007;Unidade Móvel;;;1;;1
3533007;Vigilância em Saúde;;;1;;1
3533106;Clínica;;;1;;1
3533106;Outros;;;2;;2
3533106;Unidade Básica de Saúde;;;1;;1
3533106;Vigilância em Saúde;;;1;;1
3533205;Consultório Isolado;;;;2;2
3533205;Diagnose e Terapia;;;1;1;2
3533205;Outros;;;2;;2
3533205;Unidade Básica de Saúde;1;;2;;3
3533254;Clínica;;;1;;1
3533254;Diagnose e Terapia;;;;1;1
3533254;Outros;;;1;;1
3533254;Unidade Básica de Saúde;;;1;;1
3533304;Consultório Isolado;;;;1;1
3533304;Diagnose e Terapia;;;;1;1
3533304;Outros;;;2;;2
3533304;Unidade Básica de Saúde;;;1;;1
3533403;Clínica;;;3;5;8
3533403;Consultório Isolado;;;;66;66
3533403;Diagnose e Terapia;;;;5;5
3533403;Hospital;;;1;;1
3533403;Outros;;;5;;5
3533403;Pronto Atendimento;;;1;;1
3533403;Unidade Básica de Saúde;;;7;;7
3533403;Unidade de Saúde Mental ;;;1;;1
3533502;Clínica;;;2;24;26
3533502;Consultório Isolado;;;;80;80
3533502;Diagnose e Terapia;;;2;6;8
3533502;Hospital;;;;2;2
3533502;Outros;;;1;4;5
3533502;Unidade Básica de Saúde;;;8;;8
3533502;Unidade de Saúde Mental ;;;1;;1
3533502;Unidade Móvel;;;1;;1
3533601;Consultório Isolado;;;;8;8
3533601;Diagnose e Terapia;;;1;8;9
3533601;Outros;;;1;;1
3533601;Pronto Atendimento;;;;1;1
3533601;Unidade Básica de Saúde;;;6;;6
3533700;Outros;;;1;;1
3533700;Unidade Básica de Saúde;;;3;;3
3533809;Outros;;;1;;1
3533809;Unidade Básica de Saúde;;;4;;4
3533908;Clínica;;;4;25;29
3533908;Consultório Isolado;;;;126;126
3533908;Diagnose e Terapia;;;3;12;15
3533908;Hospital;;;;2;2
3533908;Outros;;;7;3;10
3533908;Pronto Atendimento;;;1;2;3
3533908;Unidade Básica de Saúde;;;9;1;10
3533908;Unidade de Saúde Mental ;;;1;;1
3533908;Unidade Móvel;;;1;;1
3534005;Clínica;;;1;;1
3534005;Consultório Isolado;;;;1;1
3534005;Diagnose e Terapia;;;;1;1
3534005;Outros;;;2;;2
3534005;Unidade Básica de Saúde;;;2;;2
3534104;Consultório Isolado;;;;7;7
3534104;Outros;;;2;;2
3534104;Pronto Atendimento;;;1;;1
3534104;Unidade Básica de Saúde;;;3;;3
3534203;Clínica;;;;1;1
3534203;Consultório Isolado;;;;8;8
3534203;Diagnose e Terapia;;;;2;2
3534203;Outros;;;2;1;3
3534203;Unidade Básica de Saúde;;;1;;1
3534203;Unidade de Saúde Mental ;;;1;;1
3534203;Unidade Móvel;;;1;;1
3534302;Clínica;;;4;48;52
3534302;Consultório Isolado;;;;151;151
3534302;Diagnose e Terapia;;;1;11;12
3534302;Hospital;;;;1;1
3534302;Outros;;;2;3;5
3534302;Pronto Atendimento;;;;1;1
3534302;Unidade Básica de Saúde;;;5;1;6
3534302;Unidade de Saúde Mental ;;;2;;2
3534302;Unidade Móvel;1;;1;;2
3534401;Clínica;1;;11;414;426
3534401;Consultório Isolado;;;;644;644
3534401;Diagnose e Terapia;;;;50;50
3534401;Hospital;1;;2;7;10
3534401;Outros;2;;7;10;19
3534401;Pronto Atendimento;;;9;4;13
3534401;Unidade Básica de Saúde;1;;36;;37
3534401;Unidade de Saúde Mental ;;;3;;3
3534401;Unidade Móvel;;;11;1;12
3534401;Vigilância em Saúde;1;;4;;5
3534500;Outros;;;2;;2
3534500;Unidade Básica de Saúde;;;1;;1
3534500;Unidade Móvel;;;1;;1
3534609;Clínica;;;3;20;23
3534609;Consultório Isolado;;;;49;49
3534609;Diagnose e Terapia;;;1;17;18
3534609;Hospital;;;;1;1
3534609;Outros;;;3;4;7
3534609;Unidade Básica de Saúde;1;;9;;10
3534609;Unidade de Saúde Mental ;;;1;;1
3534609;Unidade Móvel;;;;1;1
3534708;Clínica;;;7;16;23
3534708;Consultório Isolado;;;;388;388
3534708;Diagnose e Terapia;;;;45;45
3534708;Hospital;1;;;5;6
3534708;Outros;;;5;7;12
3534708;Pronto Atendimento;;;1;;1
3534708;Unidade Básica de Saúde;1;;18;;19
3534708;Unidade de Saúde Mental ;;;3;;3
3534708;Unidade Móvel;;;3;1;4
3534708;Vigilância em Saúde;;;1;;1
3534757;Clínica;;;1;;1
3534757;Consultório Isolado;;;;25;25
3534757;Diagnose e Terapia;;;;3;3
3534757;Hospital;;;1;;1
3534757;Outros;;;1;;1
3534757;Unidade Básica de Saúde;;;4;;4
3534757;Vigilância em Saúde;;;1;;1
3534807;Consultório Isolado;;;;1;1
3534807;Diagnose e Terapia;;;2;1;3
3534807;Outros;;;1;;1
3534807;Unidade Básica de Saúde;;;4;;4
3534807;Vigilância em Saúde;;;1;;1
3534906;Consultório Isolado;;;;18;18
3534906;Diagnose e Terapia;;;;2;2
3534906;Outros;;;2;1;3
3534906;Pronto Atendimento;;;1;;1
3534906;Unidade Básica de Saúde;4;;4;;8
3534906;Unidade de Saúde Mental ;;;1;;1
3534906;Unidade Móvel;;;;2;2
3535002;Clínica;;;1;1;2
3535002;Consultório Isolado;;;;10;10
3535002;Diagnose e Terapia;;;;7;7
3535002;Outros;;;1;;1
3535002;Unidade Básica de Saúde;;;4;;4
3535002;Unidade Móvel;;;1;;1
3535101;Clínica;;;1;2;3
3535101;Consultório Isolado;;;;9;9
3535101;Diagnose e Terapia;;;;4;4
3535101;Outros;;;1;;1
3535101;Unidade Básica de Saúde;;;4;;4
3535200;Clínica;;;;1;1
3535200;Consultório Isolado;;;;6;6
3535200;Diagnose e Terapia;;;;1;1
3535200;Hospital;;;;1;1
3535200;Outros;;;1;;1
3535200;Unidade Básica de Saúde;;;4;;4
3535200;Unidade Móvel;;;1;;1
3535200;Vigilância em Saúde;;;1;;1
3535309;Clínica;;;2;3;5
3535309;Consultório Isolado;;;;31;31
3535309;Diagnose e Terapia;;;;5;5
3535309;Hospital;;;;1;1
3535309;Outros;;;4;;4
3535309;Unidade Básica de Saúde;;;6;;6
3535309;Unidade Móvel;;;1;;1
3535309;Vigilância em Saúde;;;1;;1
3535408;Clínica;;;;1;1
3535408;Consultório Isolado;;;;6;6
3535408;Diagnose e Terapia;;;1;2;3
3535408;Outros;;;1;;1
3535408;Pronto Atendimento;;;1;;1
3535408;Unidade Básica de Saúde;;;6;;6
3535408;Unidade de Saúde Mental ;;;1;;1
3535408;Vigilância em Saúde;;;1;;1
3535507;Clínica;;;3;6;9
3535507;Consultório Isolado;;;;92;92
3535507;Diagnose e Terapia;;;;12;12
3535507;Hospital;;;;1;1
3535507;Outros;;;6;;6
3535507;Unidade Básica de Saúde;1;;12;;13
3535507;Unidade de Saúde Mental ;;;1;;1
3535507;Unidade Móvel;;;1;;1
3535606;Consultório Isolado;;;;6;6
3535606;Diagnose e Terapia;;;;3;3
3535606;Outros;;;1;;1
3535606;Pronto Atendimento;;;1;;1
3535606;Unidade Básica de Saúde;;;6;;6
3535606;Unidade de Saúde Mental ;;;1;;1
3535606;Unidade Móvel;;;1;1;2
3535606;Vigilância em Saúde;;;1;;1
3535705;Consultório Isolado;;;;9;9
3535705;Diagnose e Terapia;;;;2;2
3535705;Outros;;;2;;2
3535705;Unidade Básica de Saúde;;;2;;2
3535705;Vigilância em Saúde;;;1;;1
3535804;Clínica;;;;1;1
3535804;Consultório Isolado;;;;26;26
3535804;Diagnose e Terapia;;;;4;4
3535804;Hospital;;;1;;1
3535804;Outros;;;1;11;12
3535804;Unidade Básica de Saúde;;;6;;6
3535804;Unidade de Saúde Mental ;;;1;;1
3535804;Unidade Móvel;;;1;;1
3535903;Outros;;;1;;1
3535903;Unidade Básica de Saúde;;;1;;1
3536000;Consultório Isolado;;;;4;4
3536000;Diagnose e Terapia;;;;1;1
3536000;Hospital;;;;1;1
3536000;Outros;;;1;;1
3536000;Unidade Básica de Saúde;;;4;;4
3536000;Vigilância em Saúde;;;1;;1
3536109;Consultório Isolado;;;;1;1
3536109;Outros;;;1;;1
3536109;Unidade Básica de Saúde;;;1;;1
3536109;Unidade Móvel;;;1;;1
3536208;Clínica;2;;1;2;5
3536208;Consultório Isolado;;;;11;11
3536208;Diagnose e Terapia;;;;5;5
3536208;Hospital;;;1;;1
3536208;Outros;;;1;;1
3536208;Unidade Básica de Saúde;;;8;;8
3536208;Unidade de Saúde Mental ;;;1;;1
3536208;Unidade Móvel;;;;1;1
3536257;Outros;;;1;;1
3536257;Unidade Básica de Saúde;;;1;;1
3536307;Clínica;;;1;1;2
3536307;Consultório Isolado;;;1;3;4
3536307;Diagnose e Terapia;;;1;1;2
3536307;Hospital;;;;1;1
3536307;Outros;;;2;;2
3536307;Unidade Básica de Saúde;;;7;;7
3536307;Unidade Móvel;;;1;;1
3536406;Diagnose e Terapia;;;2;1;3
3536406;Outros;;;1;;1
3536406;Unidade Básica de Saúde;;;3;;3
3536406;Vigilância em Saúde;;;2;;2
3536505;Clínica;;;7;70;77
3536505;Consultório Isolado;;;;127;127
3536505;Diagnose e Terapia;;;;17;17
3536505;Hospital;;;1;;1
3536505;Outros;;;4;6;10
3536505;Pronto Atendimento;;;1;1;2
3536505;Unidade Básica de Saúde;;;12;;12
3536505;Unidade de Saúde Mental ;;;2;;2
3536505;Unidade Móvel;;;2;1;3
3536505;Vigilância em Saúde;;;1;;1
3536570;Outros;;;1;;1
3536570;Unidade Básica de Saúde;;;1;;1
3536604;Clínica;;;;1;1
3536604;Consultório Isolado;;;;2;2
3536604;Diagnose e Terapia;;;1;1;2
3536604;Hospital;;;;1;1
3536604;Outros;;;1;;1
3536604;Unidade Básica de Saúde;1;;1;;2
3536604;Unidade Móvel;;;1;;1
3536703;Clínica;;;5;1;6
3536703;Consultório Isolado;;;;68;68
3536703;Diagnose e Terapia;;;;8;8
3536703;Hospital;;;;1;1
3536703;Outros;;;2;3;5
3536703;Unidade Básica de Saúde;;;14;;14
3536703;Unidade de Saúde Mental ;;;1;;1
3536703;Unidade Móvel;;;1;;1
3536802;Outros;;;2;;2
3536802;Unidade Básica de Saúde;;;2;;2
3536802;Unidade Móvel;;;1;;1
3536901;Consultório Isolado;;;;1;1
3536901;Outros;;;2;;2
3536901;Unidade Básica de Saúde;;;3;;3
3537008;Clínica;;;3;;3
3537008;Consultório Isolado;;;;10;10
3537008;Diagnose e Terapia;;;;3;3
3537008;Hospital;;;;1;1
3537008;Outros;;;1;1;2
3537008;Unidade Básica de Saúde;;;7;;7
3537008;Unidade de Saúde Mental ;;;1;;1
3537107;Clínica;;;2;9;11
3537107;Consultório Isolado;;;;46;46
3537107;Diagnose e Terapia;;;;13;13
3537107;Hospital;;;2;;2
3537107;Outros;;;2;1;3
3537107;Unidade Básica de Saúde;;;10;;10
3537107;Unidade de Saúde Mental ;;;1;;1
3537156;Consultório Isolado;;;;1;1
3537156;Diagnose e Terapia;;;;1;1
3537156;Outros;;;4;;4
3537156;Unidade Básica de Saúde;;;2;;2
3537206;Clínica;;;;1;1
3537206;Consultório Isolado;;;;1;1
3537206;Outros;;;3;;3
3537206;Unidade Básica de Saúde;;;7;;7
3537206;Unidade Móvel;;;1;;1
3537206;Vigilância em Saúde;;;1;;1
3537305;Clínica;;;3;9;12
3537305;Consultório Isolado;;;;187;187
3537305;Diagnose e Terapia;;;;15;15
3537305;Hospital;;;;2;2
3537305;Outros;;;4;12;16
3537305;Pronto Atendimento;;;1;1;2
3537305;Unidade Básica de Saúde;;;9;;9
3537305;Unidade de Saúde Mental ;;;2;;2
3537305;Vigilância em Saúde;;;1;;1
3537404;Clínica;;;2;7;9
3537404;Consultório Isolado;;;;66;66
3537404;Diagnose e Terapia;;;2;4;6
3537404;Hospital;;;;1;1
3537404;Outros;;;4;;4
3537404;Unidade Básica de Saúde;;;6;;6
3537404;Unidade de Saúde Mental ;;;1;;1
3537404;Vigilância em Saúde;;;1;;1
3537503;Clínica;;;1;;1
3537503;Consultório Isolado;;;;5;5
3537503;Diagnose e Terapia;;;;1;1
3537503;Outros;;;2;;2
3537503;Unidade Básica de Saúde;;;4;;4
3537602;Clínica;;;5;25;30
3537602;Consultório Isolado;;;1;32;33
3537602;Diagnose e Terapia;;;;9;9
3537602;Hospital;;;1;;1
3537602;Outros;;1;3;3;7
3537602;Pronto Atendimento;;;1;;1
3537602;Unidade Básica de Saúde;;;14;;14
3537602;Unidade de Saúde Mental ;;;1;;1
3537602;Unidade Móvel;;;4;;4
3537602;Vigilância em Saúde;;;1;;1
3537701;Clínica;;;1;;1
3537701;Consultório Isolado;;;;5;5
3537701;Outros;;;2;1;3
3537701;Unidade Básica de Saúde;;;1;;1
3537701;Vigilância em Saúde;;;1;;1
3537800;Clínica;;;2;14;16
3537800;Consultório Isolado;;;;45;45
3537800;Diagnose e Terapia;;;;4;4
3537800;Hospital;;;;1;1
3537800;Outros;;;4;1;5
3537800;Unidade Básica de Saúde;;;8;;8
3537800;Unidade de Saúde Mental ;;;1;;1
3537800;Unidade Móvel;;;1;;1
3537909;Clínica;;;;3;3
3537909;Consultório Isolado;;;;12;12
3537909;Diagnose e Terapia;;;;8;8
3537909;Hospital;;;;1;1
3537909;Outros;;;2;1;3
3537909;Unidade Básica de Saúde;;;6;;6
3537909;Unidade de Saúde Mental ;;;1;;1
3537909;Unidade Móvel;;;1;;1
3538006;Clínica;;;6;46;52
3538006;Consultório Isolado;;;;371;371
3538006;Diagnose e Terapia;;;2;16;18
3538006;Hospital;;;;2;2
3538006;Outros;;;6;10;16
3538006;Pronto Atendimento;;;3;;3
3538006;Unidade Básica de Saúde;;;32;;32
3538006;Unidade de Saúde Mental ;;;3;;3
3538006;Unidade Móvel;;;3;;3
3538006;Vigilância em Saúde;;;1;;1
3538105;Consultório Isolado;;;;8;8
3538105;Diagnose e Terapia;;;2;2;4
3538105;Outros;;;3;;3
3538105;Unidade Básica de Saúde;;;4;;4
3538105;Unidade de Saúde Mental ;;;1;;1
3538105;Unidade Móvel;;;1;;1
3538105;Vigilância em Saúde;;;1;;1
3538204;Clínica;;;;6;6
3538204;Consultório Isolado;;;;7;7
3538204;Diagnose e Terapia;;;;2;2
3538204;Outros;;;1;;1
3538204;Pronto Atendimento;;;1;;1
3538204;Unidade Básica de Saúde;;;4;;4
3538204;Unidade Móvel;;;1;;1
3538204;Vigilância em Saúde;;;2;;2
3538303;Outros;;;1;;1
3538303;Unidade Básica de Saúde;;;2;;2
3538501;Clínica;;;1;;1
3538501;Consultório Isolado;;;;4;4
3538501;Diagnose e Terapia;;;;1;1
3538501;Outros;;;2;1;3
3538501;Pronto Atendimento;;;1;;1
3538501;Unidade Básica de Saúde;;;5;;5
3538501;Unidade Móvel;;;1;;1
3538600;Clínica;;;;18;18
3538600;Consultório Isolado;;;;8;8
3538600;Diagnose e Terapia;;;1;2;3
3538600;Hospital;;;;1;1
